0.00,94.258721
0.001,94.258721
0.002,94.258721
0.003,94.258721
0.004,94.258721
0.005,94.258721
0.006,94.258721
0.007,94.258721
0.008,94.258721
0.009,94.258721
0.010,94.258721
0.011,94.258721
0.012,94.258721
0.013,94.258721
0.014,94.258721
0.015,94.258721
0.016,94.258721
0.017,94.258721
0.018,94.258721
0.019,94.258721
0.020,94.258721
0.021,94.258721
0.022,94.258721
0.023,94.258721
0.024,94.258721
0.025,94.258721
0.026,94.258721
0.027,94.258721
0.028,94.258721
0.029,94.258721
0.030,94.258721
0.031,94.258721
0.032,94.258721
0.033,94.258721
0.034,94.258721
0.035,94.258721
0.036,94.258721
0.037,94.258721
0.038,94.258721
0.039,94.258721
0.040,94.258721
0.041,94.258721
0.042,94.258721
0.043,94.258721
0.044,94.258721
0.045,94.258721
0.046,94.258721
0.047,94.258721
0.048,94.258721
0.049,94.258721
0.050,94.258721
0.051,94.258721
0.052,94.258721
0.053,94.258721
0.054,94.258721
0.055,94.258721
0.056,94.258721
0.057,94.258721
0.058,94.258721
0.059,94.258721
0.060,94.258721
0.061,94.258721
0.062,94.258721
0.063,94.258721
0.064,94.258721
0.065,94.258721
0.066,94.258721
0.067,94.258721
0.068,94.258721
0.069,94.258721
0.070,94.258721
0.071,94.258721
0.072,94.258721
0.073,94.258721
0.074,94.258721
0.075,94.723837
0.076,94.956395
0.077,94.956395
0.078,95.188953
0.079,95.188953
0.080,95.188953
0.081,95.188953
0.082,94.956395
0.083,94.956395
0.084,94.956395
0.085,94.956395
0.086,94.956395
0.087,94.956395
0.088,94.956395
0.089,94.956395
0.090,94.956395
0.091,94.956395
0.092,94.956395
0.093,94.956395
0.094,94.956395
0.095,94.956395
0.096,94.956395
0.097,94.956395
0.098,94.956395
0.099,94.956395
.100,94.956395
0.101,94.956395
0.102,94.956395
0.103,94.956395
0.104,94.956395
0.105,94.956395
0.106,94.956395
0.107,94.956395
0.108,94.956395
0.109,94.956395
0.110,94.956395
0.111,94.956395
0.112,94.956395
0.113,94.956395
0.114,94.956395
0.115,94.956395
0.116,94.956395
0.117,94.956395
0.118,94.956395
0.119,94.956395
0.120,94.956395
0.121,94.956395
0.122,94.956395
0.123,94.956395
0.124,94.956395
0.125,94.956395
0.126,94.956395
0.127,94.956395
0.128,94.956395
0.129,94.956395
0.130,94.956395
0.131,94.956395
0.132,94.956395
0.133,94.956395
0.134,94.956395
0.135,94.956395
0.136,94.956395
0.137,94.956395
0.138,94.956395
0.139,94.956395
0.140,94.956395
0.141,94.956395
0.142,94.956395
0.143,94.956395
0.144,94.956395
0.145,94.956395
0.146,94.956395
0.147,94.956395
0.148,94.956395
0.149,94.956395
