0.015,3,95.348837
0.015,4,97.674419
0.015,5,95.348837
0.015,6,93.023256
0.015,7,88.372093
0.015,8,88.372093
0.015,9,93.750000
0.016,0,97.674419
0.016,1,95.348837
0.016,2,97.674419
0.016,3,95.348837
0.016,4,97.674419
0.016,5,95.348837
0.016,6,93.023256
0.016,7,88.372093
0.016,8,88.372093
0.016,9,93.750000
0.017,0,97.674419
0.017,1,95.348837
0.017,2,97.674419
0.017,3,95.348837
0.017,4,97.674419
0.017,5,95.348837
0.017,6,93.023256
0.017,7,88.372093
0.017,8,88.372093
0.017,9,93.750000
0.018,0,97.674419
0.018,1,95.348837
0.018,2,97.674419
0.018,3,95.348837
0.018,4,97.674419
0.018,5,95.348837
0.018,6,93.023256
0.018,7,88.372093
0.018,8,88.372093
0.018,9,93.750000
0.019,0,97.674419
0.019,1,95.348837
0.019,2,97.674419
0.019,3,95.348837
0.019,4,97.674419
0.019,5,95.348837
0.019,6,93.023256
0.019,7,88.372093
0.019,8,88.372093
0.019,9,93.750000
0.020,0,97.674419
0.020,1,95.348837
0.020,2,97.674419
0.020,3,95.348837
0.020,4,97.674419
0.020,5,95.348837
0.020,6,93.023256
0.020,7,88.372093
0.020,8,88.372093
0.020,9,93.750000
0.021,0,97.674419
0.021,1,95.348837
0.021,2,97.674419
0.021,3,95.348837
0.021,4,97.674419
0.021,5,95.348837
0.021,6,93.023256
0.021,7,88.372093
0.021,8,88.372093
0.021,9,93.750000
0.022,0,97.674419
0.022,1,95.348837
0.022,2,97.674419
0.022,3,95.348837
0.022,4,97.674419
0.022,5,95.348837
0.022,6,93.023256
0.022,7,88.372093
0.022,8,88.372093
0.022,9,93.750000
0.023,0,97.674419
0.023,1,95.348837
0.023,2,97.674419
0.023,3,95.348837
0.023,4,97.674419
0.023,5,95.348837
0.023,6,93.023256
0.023,7,88.372093
0.023,8,88.372093
0.023,9,93.750000
0.024,0,97.674419
0.024,1,95.348837
0.024,2,97.674419
0.024,3,95.348837
0.024,4,97.674419
0.024,5,95.348837
0.024,6,93.023256
0.024,7,88.372093
0.024,8,88.372093
0.024,9,93.750000
0.025,0,97.674419
0.025,1,95.348837
0.025,2,97.674419
0.025,3,95.348837
0.025,4,97.674419
0.025,5,95.348837
0.025,6,93.023256
0.025,7,88.372093
0.025,8,88.372093
0.025,9,93.750000
0.026,0,97.674419
0.026,1,95.348837
0.026,2,97.674419
0.026,3,95.348837
0.026,4,97.674419
0.026,5,95.348837
0.026,6,93.023256
0.026,7,88.372093
0.026,8,88.372093
0.026,9,93.750000
0.027,0,97.674419
0.027,1,95.348837
0.027,2,97.674419
0.027,3,95.348837
0.027,4,97.674419
0.027,5,95.348837
0.027,6,93.023256
0.027,7,88.372093
0.027,8,88.372093
0.027,9,93.750000
0.028,0,97.674419
0.028,1,95.348837
0.028,2,97.674419
0.028,3,95.348837
0.028,4,97.674419
0.028,5,95.348837
0.028,6,93.023256
0.028,7,88.372093
0.028,8,88.372093
0.028,9,93.750000
0.029,0,97.674419
0.029,1,95.348837
0.029,2,97.674419
0.029,3,95.348837
0.029,4,97.674419
0.029,5,95.348837
0.029,6,93.023256
0.029,7,88.372093
0.029,8,88.372093
0.029,9,93.750000
0.030,0,97.674419
0.030,1,95.348837
0.030,2,97.674419
0.030,3,95.348837
0.030,4,97.674419
0.030,5,95.348837
0.030,6,93.023256
0.030,7,88.372093
0.030,8,88.372093
0.030,9,93.750000
0.031,0,97.674419
0.031,1,95.348837
0.031,2,97.674419
0.031,3,95.348837
0.031,4,97.674419
0.031,5,95.348837
0.031,6,93.023256
0.031,7,88.372093
0.031,8,88.372093
0.031,9,93.750000
0.032,0,97.674419
0.032,1,95.348837
0.032,2,97.674419
0.032,3,95.348837
0.032,4,97.674419
0.032,5,95.348837
0.032,6,93.023256
0.032,7,88.372093
0.032,8,88.372093
0.032,9,93.750000
0.033,0,97.674419
0.033,1,95.348837
0.033,2,97.674419
0.033,3,95.348837
0.033,4,97.674419
0.033,5,95.348837
0.033,6,93.023256
0.033,7,88.372093
0.033,8,88.372093
0.033,9,93.750000
0.034,0,97.674419
0.034,1,95.348837
0.034,2,97.674419
0.034,3,95.348837
0.034,4,97.674419
0.034,5,95.348837
0.034,6,93.023256
0.034,7,88.372093
0.034,8,88.372093
0.034,9,93.750000
0.035,0,97.674419
0.035,1,95.348837
0.035,2,97.674419
0.035,3,95.348837
0.035,4,97.674419
0.035,5,95.348837
0.035,6,93.023256
0.035,7,88.372093
0.035,8,88.372093
0.035,9,93.750000
0.036,0,97.674419
0.036,1,95.348837
0.036,2,97.674419
0.036,3,95.348837
0.036,4,97.674419
0.036,5,95.348837
0.036,6,93.023256
0.036,7,88.372093
0.036,8,88.372093
0.036,9,93.750000
0.037,0,97.674419
0.037,1,95.348837
0.037,2,97.674419
0.037,3,95.348837
0.037,4,97.674419
0.037,5,95.348837
0.037,6,93.023256
0.037,7,88.372093
0.037,8,88.372093
0.037,9,93.750000
0.038,0,97.674419
0.038,1,95.348837
0.038,2,97.674419
0.038,3,95.348837
0.038,4,97.674419
0.038,5,95.348837
0.038,6,93.023256
0.038,7,88.372093
0.038,8,88.372093
0.038,9,93.750000
0.039,0,97.674419
0.039,1,95.348837
0.039,2,97.674419
0.039,3,95.348837
0.039,4,97.674419
0.039,5,95.348837
0.039,6,93.023256
0.039,7,88.372093
0.039,8,88.372093
0.039,9,93.750000
0.040,0,97.674419
0.040,1,95.348837
0.040,2,97.674419
0.040,3,95.348837
0.040,4,97.674419
0.040,5,95.348837
0.040,6,93.023256
0.040,7,88.372093
0.040,8,88.372093
0.040,9,93.750000
0.041,0,97.674419
0.041,1,95.348837
0.041,2,97.674419
0.041,3,95.348837
0.041,4,97.674419
0.041,5,95.348837
0.041,6,93.023256
0.041,7,88.372093
0.041,8,88.372093
0.041,9,93.750000
0.042,0,97.674419
0.042,1,95.348837
0.042,2,97.674419
0.042,3,95.348837
0.042,4,97.674419
0.042,5,95.348837
0.042,6,93.023256
0.042,7,88.372093
0.042,8,88.372093
0.042,9,93.750000
0.043,0,97.674419
0.043,1,95.348837
0.043,2,97.674419
0.043,3,95.348837
0.043,4,97.674419
0.043,5,95.348837
0.043,6,93.023256
0.043,7,88.372093
0.043,8,88.372093
0.043,9,93.750000
0.044,0,97.674419
0.044,1,95.348837
0.044,2,97.674419
0.044,3,95.348837
0.044,4,97.674419
0.044,5,95.348837
0.044,6,93.023256
0.044,7,88.372093
0.044,8,88.372093
0.044,9,93.750000
0.045,0,97.674419
0.045,1,95.348837
0.045,2,97.674419
0.045,3,95.348837
0.045,4,97.674419
0.045,5,95.348837
0.045,6,93.023256
0.045,7,88.372093
0.045,8,88.372093
0.045,9,93.750000
0.046,0,97.674419
0.046,1,95.348837
0.046,2,97.674419
0.046,3,95.348837
0.046,4,97.674419
0.046,5,95.348837
0.046,6,93.023256
0.046,7,88.372093
0.046,8,88.372093
0.046,9,93.750000
0.047,0,97.674419
0.047,1,95.348837
0.047,2,97.674419
0.047,3,95.348837
0.047,4,97.674419
0.047,5,95.348837
0.047,6,93.023256
0.047,7,88.372093
0.047,8,88.372093
0.047,9,93.750000
0.048,0,97.674419
0.048,1,95.348837
0.048,2,97.674419
0.048,3,95.348837
0.048,4,97.674419
0.048,5,95.348837
0.048,6,93.023256
0.048,7,88.372093
0.048,8,88.372093
0.048,9,93.750000
0.049,0,97.674419
0.049,1,95.348837
0.049,2,97.674419
0.049,3,95.348837
0.049,4,97.674419
0.049,5,95.348837
0.049,6,93.023256
0.049,7,88.372093
0.049,8,88.372093
0.049,9,93.750000
0.050,0,97.674419
0.050,1,95.348837
0.050,2,97.674419
0.050,3,95.348837
0.050,4,97.674419
0.050,5,95.348837
0.050,6,93.023256
0.050,7,88.372093
0.050,8,88.372093
0.050,9,93.750000
0.051,0,97.674419
0.051,1,95.348837
0.051,2,97.674419
0.051,3,95.348837
0.051,4,97.674419
0.051,5,95.348837
0.051,6,93.023256
0.051,7,88.372093
0.051,8,88.372093
0.051,9,93.750000
0.052,0,97.674419
0.052,1,95.348837
0.052,2,97.674419
0.052,3,95.348837
0.052,4,97.674419
0.052,5,95.348837
0.052,6,93.023256
0.052,7,88.372093
0.052,8,88.372093
0.052,9,93.750000
0.053,0,97.674419
0.053,1,95.348837
0.053,2,97.674419
0.053,3,95.348837
0.053,4,97.674419
0.053,5,95.348837
0.053,6,93.023256
0.053,7,88.372093
0.053,8,88.372093
0.053,9,93.750000
0.054,0,97.674419
0.054,1,95.348837
0.054,2,97.674419
0.054,3,95.348837
0.054,4,97.674419
0.054,5,95.348837
0.054,6,93.023256
0.054,7,88.372093
0.054,8,88.372093
0.054,9,93.750000
0.055,0,97.674419
0.055,1,95.348837
0.055,2,97.674419
0.055,3,95.348837
0.055,4,97.674419
0.055,5,95.348837
0.055,6,93.023256
0.055,7,88.372093
0.055,8,88.372093
0.055,9,93.750000
0.056,0,97.674419
0.056,1,95.348837
0.056,2,97.674419
0.056,3,95.348837
0.056,4,97.674419
0.056,5,95.348837
0.056,6,93.023256
0.056,7,88.372093
0.056,8,88.372093
0.056,9,93.750000
0.057,0,97.674419
0.057,1,95.348837
0.057,2,97.674419
0.057,3,95.348837
0.057,4,97.674419
0.057,5,95.348837
0.057,6,93.023256
0.057,7,88.372093
0.057,8,88.372093
0.057,9,93.750000
0.058,0,97.674419
0.058,1,95.348837
0.058,2,97.674419
0.058,3,95.348837
0.058,4,97.674419
0.058,5,95.348837
0.058,6,93.023256
0.058,7,88.372093
0.058,8,88.372093
0.058,9,93.750000
0.059,0,97.674419
0.059,1,95.348837
0.059,2,97.674419
0.059,3,95.348837
0.059,4,97.674419
0.059,5,95.348837
0.059,6,93.023256
0.059,7,88.372093
0.059,8,88.372093
0.059,9,93.750000
0.060,0,97.674419
0.060,1,95.348837
0.060,2,97.674419
0.060,3,95.348837
0.060,4,97.674419
0.060,5,95.348837
0.060,6,93.023256
0.060,7,88.372093
0.060,8,88.372093
0.060,9,93.750000
0.061,0,97.674419
0.061,1,95.348837
0.061,2,97.674419
0.061,3,95.348837
0.061,4,97.674419
0.061,5,95.348837
0.061,6,93.023256
0.061,7,88.372093
0.061,8,88.372093
0.061,9,93.750000
0.062,0,97.674419
0.062,1,95.348837
0.062,2,97.674419
0.062,3,95.348837
0.062,4,97.674419
0.062,5,95.348837
0.062,6,93.023256
0.062,7,88.372093
0.062,8,88.372093
0.062,9,93.750000
0.063,0,97.674419
0.063,1,95.348837
0.063,2,97.674419
0.063,3,95.348837
0.063,4,97.674419
0.063,5,95.348837
0.063,6,93.023256
0.063,7,88.372093
0.063,8,88.372093
0.063,9,93.750000
0.064,0,97.674419
0.064,1,95.348837
0.064,2,97.674419
0.064,3,95.348837
0.064,4,97.674419
0.064,5,95.348837
0.064,6,93.023256
0.064,7,88.372093
0.064,8,88.372093
0.064,9,93.750000
0.065,0,97.674419
0.065,1,95.348837
0.065,2,97.674419
0.065,3,95.348837
0.065,4,97.674419
0.065,5,95.348837
0.065,6,93.023256
0.065,7,88.372093
0.065,8,88.372093
0.065,9,93.750000
0.066,0,97.674419
0.066,1,95.348837
0.066,2,97.674419
0.066,3,95.348837
0.066,4,97.674419
0.066,5,95.348837
0.066,6,93.023256
0.066,7,88.372093
0.066,8,88.372093
0.066,9,93.750000
0.067,0,97.674419
0.067,1,95.348837
0.067,2,97.674419
0.067,3,95.348837
0.067,4,97.674419
0.067,5,95.348837
0.067,6,93.023256
0.067,7,88.372093
0.067,8,88.372093
0.067,9,93.750000
0.068,0,97.674419
0.068,1,95.348837
0.068,2,97.674419
0.068,3,95.348837
0.068,4,97.674419
0.068,5,95.348837
0.068,6,93.023256
0.068,7,88.372093
0.068,8,88.372093
0.068,9,93.750000
0.069,0,97.674419
0.069,1,95.348837
0.069,2,97.674419
0.069,3,95.348837
0.069,4,97.674419
0.069,5,95.348837
0.069,6,93.023256
0.069,7,88.372093
0.069,8,88.372093
0.069,9,93.750000
0.070,0,97.674419
0.070,1,95.348837
0.070,2,97.674419
0.070,3,95.348837
0.070,4,97.674419
0.070,5,95.348837
0.070,6,93.023256
0.070,7,88.372093
0.070,8,88.372093
0.070,9,93.750000
0.071,0,97.674419
0.071,1,95.348837
0.071,2,97.674419
0.071,3,95.348837
0.071,4,97.674419
0.071,5,95.348837
0.071,6,93.023256
0.071,7,88.372093
0.071,8,88.372093
0.071,9,93.750000
0.072,0,97.674419
0.072,1,95.348837
0.072,2,97.674419
0.072,3,95.348837
0.072,4,97.674419
0.072,5,95.348837
0.072,6,93.023256
0.072,7,88.372093
0.072,8,88.372093
0.072,9,93.750000
0.073,0,97.674419
0.073,1,95.348837
0.073,2,97.674419
0.073,3,95.348837
0.073,4,97.674419
0.073,5,95.348837
0.073,6,93.023256
0.073,7,88.372093
0.073,8,88.372093
0.073,9,93.750000
0.074,0,97.674419
0.074,1,95.348837
0.074,2,97.674419
0.074,3,95.348837
0.074,4,97.674419
0.074,5,95.348837
0.074,6,93.023256
0.074,7,88.372093
0.074,8,88.372093
0.074,9,93.750000
0.075,0,97.674419
0.075,1,95.348837
0.075,2,97.674419
0.075,3,97.674419
0.075,4,97.674419
0.075,5,95.348837
0.075,6,93.023256
0.075,7,90.697674
0.075,8,88.372093
0.075,9,93.750000
0.076,0,97.674419
0.076,1,95.348837
0.076,2,100.000000
0.076,3,97.674419
0.076,4,97.674419
0.076,5,95.348837
0.076,6,93.023256
0.076,7,90.697674
0.076,8,88.372093
0.076,9,93.750000
0.077,0,97.674419
0.077,1,95.348837
0.077,2,100.000000
0.077,3,97.674419
0.077,4,97.674419
0.077,5,95.348837
0.077,6,93.023256
0.077,7,90.697674
0.077,8,88.372093
0.077,9,93.750000
0.078,0,97.674419
0.078,1,95.348837
0.078,2,100.000000
0.078,3,97.674419
0.078,4,97.674419
0.078,5,95.348837
0.078,6,95.348837
0.078,7,90.697674
0.078,8,88.372093
0.078,9,93.750000
0.079,0,97.674419
0.079,1,95.348837
0.079,2,100.000000
0.079,3,97.674419
0.079,4,97.674419
0.079,5,95.348837
0.079,6,95.348837
0.079,7,90.697674
0.079,8,88.372093
0.079,9,93.750000
0.080,0,97.674419
0.080,1,95.348837
0.080,2,100.000000
0.080,3,97.674419
0.080,4,97.674419
0.080,5,95.348837
0.080,6,95.348837
0.080,7,90.697674
0.080,8,88.372093
0.080,9,93.750000
0.081,0,97.674419
0.081,1,95.348837
0.081,2,100.000000
0.081,3,97.674419
0.081,4,97.674419
0.081,5,95.348837
0.081,6,95.348837
0.081,7,90.697674
0.081,8,88.372093
0.081,9,93.750000
0.082,0,97.674419
0.082,1,95.348837
0.082,2,100.000000
0.082,3,95.348837
0.082,4,97.674419
0.082,5,95.348837
0.082,6,95.348837
0.082,7,90.697674
0.082,8,88.372093
0.082,9,93.750000
0.083,0,97.674419
0.083,1,95.348837
0.083,2,100.000000
0.083,3,95.348837
0.083,4,97.674419
0.083,5,95.348837
0.083,6,95.348837
0.083,7,90.697674
0.083,8,88.372093
0.083,9,93.750000
0.084,0,97.674419
0.084,1,95.348837
0.084,2,100.000000
0.084,3,95.348837
0.084,4,97.674419
0.084,5,95.348837
0.084,6,95.348837
0.084,7,90.697674
0.084,8,88.372093
0.084,9,93.750000
0.085,0,97.674419
0.085,1,95.348837
0.085,2,100.000000
0.085,3,95.348837
0.085,4,97.674419
0.085,5,95.348837
0.085,6,95.348837
0.085,7,90.697674
0.085,8,88.372093
0.085,9,93.750000
0.086,0,97.674419
0.086,1,95.348837
0.086,2,100.000000
0.086,3,95.348837
0.086,4,97.674419
0.086,5,95.348837
0.086,6,95.348837
0.086,7,90.697674
0.086,8,88.372093
0.086,9,93.750000
0.087,0,97.674419
0.087,1,95.348837
0.087,2,100.000000
0.087,3,95.348837
0.087,4,97.674419
0.087,5,95.348837
0.087,6,95.348837
0.087,7,90.697674
0.087,8,88.372093
0.087,9,93.750000
0.088,0,97.674419
0.088,1,95.348837
0.088,2,100.000000
0.088,3,95.348837
0.088,4,97.674419
0.088,5,95.348837
0.088,6,95.348837
0.088,7,90.697674
0.088,8,88.372093
0.088,9,93.750000
0.089,0,97.674419
0.089,1,95.348837
0.089,2,100.000000
0.089,3,95.348837
0.089,4,97.674419
0.089,5,95.348837
0.089,6,95.348837
0.089,7,90.697674
0.089,8,88.372093
0.089,9,93.750000
0.090,0,97.674419
0.090,1,95.348837
0.090,2,100.000000
0.090,3,95.348837
0.090,4,97.674419
0.090,5,95.348837
0.090,6,95.348837
0.090,7,90.697674
0.090,8,88.372093
0.090,9,93.750000
0.091,0,97.674419
0.091,1,95.348837
0.091,2,100.000000
0.091,3,95.348837
0.091,4,97.674419
0.091,5,95.348837
0.091,6,95.348837
0.091,7,90.697674
0.091,8,88.372093
0.091,9,93.750000
0.092,0,97.674419
0.092,1,95.348837
0.092,2,100.000000
0.092,3,95.348837
0.092,4,97.674419
0.092,5,95.348837
0.092,6,95.348837
0.092,7,90.697674
0.092,8,88.372093
0.092,9,93.750000
0.093,0,97.674419
0.093,1,95.348837
0.093,2,100.000000
0.093,3,95.348837
0.093,4,97.674419
0.093,5,95.348837
0.093,6,95.348837
0.093,7,90.697674
0.093,8,88.372093
0.093,9,93.750000
0.094,0,97.674419
0.094,1,95.348837
0.094,2,100.000000
0.094,3,95.348837
0.094,4,97.674419
0.094,5,95.348837
0.094,6,95.348837
0.094,7,90.697674
0.094,8,88.372093
0.094,9,93.750000
0.095,0,97.674419
0.095,1,95.348837
0.095,2,100.000000
0.095,3,95.348837
0.095,4,97.674419
0.095,5,95.348837
0.095,6,95.348837
0.095,7,90.697674
0.095,8,88.372093
0.095,9,93.750000
0.096,0,97.674419
0.096,1,95.348837
0.096,2,100.000000
0.096,3,95.348837
0.096,4,97.674419
0.096,5,95.348837
0.096,6,95.348837
0.096,7,90.697674
0.096,8,88.372093
0.096,9,93.750000
0.097,0,97.674419
0.097,1,95.348837
0.097,2,100.000000
0.097,3,95.348837
0.097,4,97.674419
0.097,5,95.348837
0.097,6,95.348837
0.097,7,90.697674
0.097,8,88.372093
0.097,9,93.750000
0.098,0,97.674419
0.098,1,95.348837
0.098,2,100.000000
0.098,3,95.348837
0.098,4,97.674419
0.098,5,95.348837
0.098,6,95.348837
0.098,7,90.697674
0.098,8,88.372093
0.098,9,93.750000
0.099,0,97.674419
0.099,1,95.348837
0.099,2,100.000000
0.099,3,95.348837
0.099,4,97.674419
0.099,5,95.348837
0.099,6,95.348837
0.099,7,90.697674
0.099,8,88.372093
0.099,9,93.750000
.100,0,97.674419
.100,1,95.348837
.100,2,100.000000
.100,3,95.348837
.100,4,97.674419
.100,5,95.348837
.100,6,95.348837
.100,7,90.697674
.100,8,88.372093
.100,9,93.750000
0.101,0,97.674419
0.101,1,95.348837
0.101,2,100.000000
0.101,3,95.348837
0.101,4,97.674419
0.101,5,95.348837
0.101,6,95.348837
0.101,7,90.697674
0.101,8,88.372093
0.101,9,93.750000
0.102,0,97.674419
0.102,1,95.348837
0.102,2,100.000000
0.102,3,95.348837
0.102,4,97.674419
0.102,5,95.348837
0.102,6,95.348837
0.102,7,90.697674
0.102,8,88.372093
0.102,9,93.750000
0.103,0,97.674419
0.103,1,95.348837
0.103,2,100.000000
0.103,3,95.348837
0.103,4,97.674419
0.103,5,95.348837
0.103,6,95.348837
0.103,7,90.697674
0.103,8,88.372093
0.103,9,93.750000
0.104,0,97.674419
0.104,1,95.348837
0.104,2,100.000000
0.104,3,95.348837
0.104,4,97.674419
0.104,5,95.348837
0.104,6,95.348837
0.104,7,90.697674
0.104,8,88.372093
0.104,9,93.750000
0.105,0,97.674419
0.105,1,95.348837
0.105,2,100.000000
0.105,3,95.348837
0.105,4,97.674419
0.105,5,95.348837
0.105,6,95.348837
0.105,7,90.697674
0.105,8,88.372093
0.105,9,93.750000
0.106,0,97.674419
0.106,1,95.348837
0.106,2,100.000000
0.106,3,95.348837
0.106,4,97.674419
0.106,5,95.348837
0.106,6,95.348837
0.106,7,90.697674
0.106,8,88.372093
0.106,9,93.750000
0.107,0,97.674419
0.107,1,95.348837
0.107,2,100.000000
0.107,3,95.348837
0.107,4,97.674419
0.107,5,95.348837
0.107,6,95.348837
0.107,7,90.697674
0.107,8,88.372093
0.107,9,93.750000
0.108,0,97.674419
0.108,1,95.348837
0.108,2,100.000000
0.108,3,95.348837
0.108,4,97.674419
0.108,5,95.348837
0.108,6,95.348837
0.108,7,90.697674
0.108,8,88.372093
0.108,9,93.750000
0.109,0,97.674419
0.109,1,95.348837
0.109,2,100.000000
0.109,3,95.348837
0.109,4,97.674419
0.109,5,95.348837
0.109,6,95.348837
0.109,7,90.697674
0.109,8,88.372093
0.109,9,93.750000
0.110,0,97.674419
0.110,1,95.348837
0.110,2,100.000000
0.110,3,95.348837
0.110,4,97.674419
0.110,5,95.348837
0.110,6,95.348837
0.110,7,90.697674
0.110,8,88.372093
0.110,9,93.750000
0.111,0,97.674419
0.111,1,95.348837
0.111,2,100.000000
0.111,3,95.348837
0.111,4,97.674419
0.111,5,95.348837
0.111,6,95.348837
0.111,7,90.697674
0.111,8,88.372093
0.111,9,93.750000
0.112,0,97.674419
0.112,1,95.348837
0.112,2,100.000000
0.112,3,95.348837
0.112,4,97.674419
0.112,5,95.348837
0.112,6,95.348837
0.112,7,90.697674
0.112,8,88.372093
0.112,9,93.750000
0.113,0,97.674419
0.113,1,95.348837
0.113,2,100.000000
0.113,3,95.348837
0.113,4,97.674419
0.113,5,95.348837
0.113,6,95.348837
0.113,7,90.697674
0.113,8,88.372093
0.113,9,93.750000
0.114,0,97.674419
0.114,1,95.348837
0.114,2,100.000000
0.114,3,95.348837
0.114,4,97.674419
0.114,5,95.348837
0.114,6,95.348837
0.114,7,90.697674
0.114,8,88.372093
0.114,9,93.750000
0.115,0,97.674419
0.115,1,95.348837
0.115,2,100.000000
0.115,3,95.348837
0.115,4,97.674419
0.115,5,95.348837
0.115,6,95.348837
0.115,7,90.697674
0.115,8,88.372093
0.115,9,93.750000
0.116,0,97.674419
0.116,1,95.348837
0.116,2,100.000000
0.116,3,95.348837
0.116,4,97.674419
0.116,5,95.348837
0.116,6,95.348837
0.116,7,90.697674
0.116,8,88.372093
0.116,9,93.750000
0.117,0,97.674419
0.117,1,95.348837
0.117,2,100.000000
0.117,3,95.348837
0.117,4,97.674419
0.117,5,95.348837
0.117,6,95.348837
0.117,7,90.697674
0.117,8,88.372093
0.117,9,93.750000
0.118,0,97.674419
0.118,1,95.348837
0.118,2,100.000000
0.118,3,95.348837
0.118,4,97.674419
0.118,5,95.348837
0.118,6,95.348837
0.118,7,90.697674
0.118,8,88.372093
0.118,9,93.750000
0.119,0,97.674419
0.119,1,95.348837
0.119,2,100.000000
0.119,3,95.348837
0.119,4,97.674419
0.119,5,95.348837
0.119,6,95.348837
0.119,7,90.697674
0.119,8,88.372093
0.119,9,93.750000
0.120,0,97.674419
0.120,1,95.348837
0.120,2,100.000000
0.120,3,95.348837
0.120,4,97.674419
0.120,5,95.348837
0.120,6,95.348837
0.120,7,90.697674
0.120,8,88.372093
0.120,9,93.750000
0.121,0,97.674419
0.121,1,95.348837
0.121,2,100.000000
0.121,3,95.348837
0.121,4,97.674419
0.121,5,95.348837
0.121,6,95.348837
0.121,7,90.697674
0.121,8,88.372093
0.121,9,93.750000
0.122,0,97.674419
0.122,1,95.348837
0.122,2,100.000000
0.122,3,95.348837
0.122,4,97.674419
0.122,5,95.348837
0.122,6,95.348837
0.122,7,90.697674
0.122,8,88.372093
0.122,9,93.750000
0.123,0,97.674419
0.123,1,95.348837
0.123,2,100.000000
0.123,3,95.348837
0.123,4,97.674419
0.123,5,95.348837
0.123,6,95.348837
0.123,7,90.697674
0.123,8,88.372093
0.123,9,93.750000
0.124,0,97.674419
0.124,1,95.348837
0.124,2,100.000000
0.124,3,95.348837
0.124,4,97.674419
0.124,5,95.348837
0.124,6,95.348837
0.124,7,90.697674
0.124,8,88.372093
0.124,9,93.750000
0.125,0,97.674419
0.125,1,95.348837
0.125,2,100.000000
0.125,3,95.348837
0.125,4,97.674419
0.125,5,95.348837
0.125,6,95.348837
0.125,7,90.697674
0.125,8,88.372093
0.125,9,93.750000
0.126,0,97.674419
0.126,1,95.348837
0.126,2,100.000000
0.126,3,95.348837
0.126,4,97.674419
0.126,5,95.348837
0.126,6,95.348837
0.126,7,90.697674
0.126,8,88.372093
0.126,9,93.750000
0.127,0,97.674419
0.127,1,95.348837
0.127,2,100.000000
